id,question,answer,company,role,difficulty,category
121,What is the role of cross-browser compatibility in frontend development?,"Cross-browser compatibility ensures consistent behavior across browsers. Use vendor prefixes, test with tools like BrowserStack, and avoid deprecated APIs. Modern tools like Babel and Autoprefixer help polyfill unsupported features.",Infosys,Frontend Development,Situation Based,Cross-Browser Compatibility
122,What is the role of html in frontend development?,"HTML (HyperText Markup Language) is the standard markup language for creating web pages. It structures content using elements like <div>, <p>, <img>, and semantic tags such as <header>, <article>, and <footer>. HTML5 introduced new elements, multimedia support, and APIs like localStorage.",Google,Frontend Development,Hard,HTML
123,What is the role of responsive design in frontend development?,"Responsive design ensures websites adapt to different screen sizes using media queries, flexible grids, and fluid layouts. Frameworks like Bootstrap and Tailwind CSS simplify responsive development.",Google,Frontend Development,Situation Based,Responsive Design
124,What is the role of vue.js in frontend development?,"Vue.js is a progressive JavaScript framework for building UIs. It supports declarative rendering, component composition, and reactive data binding. Vue CLI helps scaffold applications and Vuex manages state in complex apps.",Meta,Frontend Development,Situation Based,Vue.js
125,What is the role of css in frontend development?,"CSS (Cascading Style Sheets) controls the presentation of web content. It supports selectors, properties, pseudo-classes, media queries, and layout models like Flexbox and Grid. Preprocessors like SASS and BEM methodology help manage large codebases.",Amazon,Frontend Development,Situation Based,CSS
126,What is the role of cross-browser compatibility in frontend development?,"Cross-browser compatibility ensures consistent behavior across browsers. Use vendor prefixes, test with tools like BrowserStack, and avoid deprecated APIs. Modern tools like Babel and Autoprefixer help polyfill unsupported features.",Amazon,Frontend Development,Easy,Cross-Browser Compatibility
127,What is the role of responsive design in frontend development?,"Responsive design ensures websites adapt to different screen sizes using media queries, flexible grids, and fluid layouts. Frameworks like Bootstrap and Tailwind CSS simplify responsive development.",TCS,Frontend Development,Situation Based,Responsive Design
128,What is the role of build tools in frontend development?,"Build tools like Webpack, Vite, and Parcel bundle and optimize frontend assets. They support module resolution, hot reloading, code splitting, and plugins for advanced configurations.",Infosys,Frontend Development,Hard,Build Tools
129,What is the role of state management in frontend development?,State management involves controlling shared and local component states. React uses Context API and Redux for global state. Vue uses Vuex. Efficient state management reduces bugs and enhances scalability.,Amazon,Frontend Development,Hard,State Management
130,What is the role of responsive design in frontend development?,"Responsive design ensures websites adapt to different screen sizes using media queries, flexible grids, and fluid layouts. Frameworks like Bootstrap and Tailwind CSS simplify responsive development.",Infosys,Frontend Development,Hard,Responsive Design
131,What is the role of css in frontend development?,"CSS (Cascading Style Sheets) controls the presentation of web content. It supports selectors, properties, pseudo-classes, media queries, and layout models like Flexbox and Grid. Preprocessors like SASS and BEM methodology help manage large codebases.",Google,Frontend Development,Situation Based,CSS
132,What is the role of state management in frontend development?,State management involves controlling shared and local component states. React uses Context API and Redux for global state. Vue uses Vuex. Efficient state management reduces bugs and enhances scalability.,TCS,Frontend Development,Situation Based,State Management
133,What is the role of web apis in frontend development?,"Frontend developers use Web APIs like Fetch, localStorage, IndexedDB, Geolocation, and WebSockets to interact with the browser environment and external services securely.",Infosys,Frontend Development,Hard,Web APIs
134,What is the role of react in frontend development?,"React is a JavaScript library for building component-based UIs. It uses a virtual DOM for efficient rendering, supports hooks like useState and useEffect, and leverages JSX syntax. React encourages reusable, declarative code and unidirectional data flow.",Google,Frontend Development,Medium,React
135,What is the role of state management in frontend development?,State management involves controlling shared and local component states. React uses Context API and Redux for global state. Vue uses Vuex. Efficient state management reduces bugs and enhances scalability.,Microsoft,Frontend Development,Easy,State Management
136,What is the role of web performance in frontend development?,"Web performance focuses on improving load times and user experience. Techniques include lazy loading, minification, code splitting, caching, and using CDNs. Core Web Vitals (LCP, FID, CLS) measure real-world user experience.",Amazon,Frontend Development,Easy,Web Performance
137,What is the role of cross-browser compatibility in frontend development?,"Cross-browser compatibility ensures consistent behavior across browsers. Use vendor prefixes, test with tools like BrowserStack, and avoid deprecated APIs. Modern tools like Babel and Autoprefixer help polyfill unsupported features.",TCS,Frontend Development,Easy,Cross-Browser Compatibility
138,What is the role of testing in frontend development?,"Frontend testing includes unit tests (Jest), integration tests (React Testing Library), and end-to-end tests (Cypress). Testing ensures components behave correctly and supports CI/CD pipelines.",Infosys,Frontend Development,Situation Based,Testing
139,What is the role of react in frontend development?,"React is a JavaScript library for building component-based UIs. It uses a virtual DOM for efficient rendering, supports hooks like useState and useEffect, and leverages JSX syntax. React encourages reusable, declarative code and unidirectional data flow.",Google,Frontend Development,Situation Based,React
140,What is the role of responsive design in frontend development?,"Responsive design ensures websites adapt to different screen sizes using media queries, flexible grids, and fluid layouts. Frameworks like Bootstrap and Tailwind CSS simplify responsive development.",Microsoft,Frontend Development,Easy,Responsive Design
141,What is the role of html in frontend development?,"HTML (HyperText Markup Language) is the standard markup language for creating web pages. It structures content using elements like <div>, <p>, <img>, and semantic tags such as <header>, <article>, and <footer>. HTML5 introduced new elements, multimedia support, and APIs like localStorage.",Amazon,Frontend Development,Situation Based,HTML
142,What is the role of web performance in frontend development?,"Web performance focuses on improving load times and user experience. Techniques include lazy loading, minification, code splitting, caching, and using CDNs. Core Web Vitals (LCP, FID, CLS) measure real-world user experience.",Google,Frontend Development,Hard,Web Performance
143,What is the role of version control (git) in frontend development?,"Version control systems like Git track code changes, enable collaboration, and support branching strategies like Git Flow. GitHub and GitLab integrate version control with issue tracking and CI/CD.",Amazon,Frontend Development,Medium,Version Control (Git)
144,What is the role of responsive design in frontend development?,"Responsive design ensures websites adapt to different screen sizes using media queries, flexible grids, and fluid layouts. Frameworks like Bootstrap and Tailwind CSS simplify responsive development.",Amazon,Frontend Development,Situation Based,Responsive Design
145,What is the role of web performance in frontend development?,"Web performance focuses on improving load times and user experience. Techniques include lazy loading, minification, code splitting, caching, and using CDNs. Core Web Vitals (LCP, FID, CLS) measure real-world user experience.",Amazon,Frontend Development,Medium,Web Performance
146,What is the role of web apis in frontend development?,"Frontend developers use Web APIs like Fetch, localStorage, IndexedDB, Geolocation, and WebSockets to interact with the browser environment and external services securely.",Microsoft,Frontend Development,Easy,Web APIs
147,What is the role of version control (git) in frontend development?,"Version control systems like Git track code changes, enable collaboration, and support branching strategies like Git Flow. GitHub and GitLab integrate version control with issue tracking and CI/CD.",TCS,Frontend Development,Hard,Version Control (Git)
148,What is the role of angular in frontend development?,"Angular is a TypeScript-based web framework that offers a complete solution for SPAs. It uses components, dependency injection, RxJS for reactive programming, and a robust CLI. It supports two-way data binding and modular architecture.",TCS,Frontend Development,Hard,Angular
149,What is the role of javascript in frontend development?,"JavaScript is a versatile scripting language used for DOM manipulation, event handling, and asynchronous operations using callbacks, promises, and async/await. It forms the foundation of frontend interactivity and is supported by frameworks like React and Vue.",TCS,Frontend Development,Easy,JavaScript
150,What is the role of angular in frontend development?,"Angular is a TypeScript-based web framework that offers a complete solution for SPAs. It uses components, dependency injection, RxJS for reactive programming, and a robust CLI. It supports two-way data binding and modular architecture.",Meta,Frontend Development,Easy,Angular
151,What is the role of web apis in frontend development?,"Frontend developers use Web APIs like Fetch, localStorage, IndexedDB, Geolocation, and WebSockets to interact with the browser environment and external services securely.",Infosys,Frontend Development,Easy,Web APIs
152,What is the role of html in frontend development?,"HTML (HyperText Markup Language) is the standard markup language for creating web pages. It structures content using elements like <div>, <p>, <img>, and semantic tags such as <header>, <article>, and <footer>. HTML5 introduced new elements, multimedia support, and APIs like localStorage.",Microsoft,Frontend Development,Medium,HTML
153,What is the role of css in frontend development?,"CSS (Cascading Style Sheets) controls the presentation of web content. It supports selectors, properties, pseudo-classes, media queries, and layout models like Flexbox and Grid. Preprocessors like SASS and BEM methodology help manage large codebases.",Google,Frontend Development,Medium,CSS
154,What is the role of angular in frontend development?,"Angular is a TypeScript-based web framework that offers a complete solution for SPAs. It uses components, dependency injection, RxJS for reactive programming, and a robust CLI. It supports two-way data binding and modular architecture.",Meta,Frontend Development,Medium,Angular
155,What is the role of cross-browser compatibility in frontend development?,"Cross-browser compatibility ensures consistent behavior across browsers. Use vendor prefixes, test with tools like BrowserStack, and avoid deprecated APIs. Modern tools like Babel and Autoprefixer help polyfill unsupported features.",Meta,Frontend Development,Medium,Cross-Browser Compatibility
156,What is the role of version control (git) in frontend development?,"Version control systems like Git track code changes, enable collaboration, and support branching strategies like Git Flow. GitHub and GitLab integrate version control with issue tracking and CI/CD.",Infosys,Frontend Development,Easy,Version Control (Git)
157,What is the role of javascript in frontend development?,"JavaScript is a versatile scripting language used for DOM manipulation, event handling, and asynchronous operations using callbacks, promises, and async/await. It forms the foundation of frontend interactivity and is supported by frameworks like React and Vue.",Microsoft,Frontend Development,Easy,JavaScript
158,What is the role of react in frontend development?,"React is a JavaScript library for building component-based UIs. It uses a virtual DOM for efficient rendering, supports hooks like useState and useEffect, and leverages JSX syntax. React encourages reusable, declarative code and unidirectional data flow.",Microsoft,Frontend Development,Hard,React
159,What is the role of javascript in frontend development?,"JavaScript is a versatile scripting language used for DOM manipulation, event handling, and asynchronous operations using callbacks, promises, and async/await. It forms the foundation of frontend interactivity and is supported by frameworks like React and Vue.",Google,Frontend Development,Medium,JavaScript
160,What is the role of javascript in frontend development?,"JavaScript is a versatile scripting language used for DOM manipulation, event handling, and asynchronous operations using callbacks, promises, and async/await. It forms the foundation of frontend interactivity and is supported by frameworks like React and Vue.",TCS,Frontend Development,Situation Based,JavaScript
161,What is the role of build tools in frontend development?,"Build tools like Webpack, Vite, and Parcel bundle and optimize frontend assets. They support module resolution, hot reloading, code splitting, and plugins for advanced configurations.",Infosys,Frontend Development,Situation Based,Build Tools
162,What is the role of web apis in frontend development?,"Frontend developers use Web APIs like Fetch, localStorage, IndexedDB, Geolocation, and WebSockets to interact with the browser environment and external services securely.",Amazon,Frontend Development,Easy,Web APIs
163,What is the role of css in frontend development?,"CSS (Cascading Style Sheets) controls the presentation of web content. It supports selectors, properties, pseudo-classes, media queries, and layout models like Flexbox and Grid. Preprocessors like SASS and BEM methodology help manage large codebases.",Meta,Frontend Development,Situation Based,CSS
164,What is the role of version control (git) in frontend development?,"Version control systems like Git track code changes, enable collaboration, and support branching strategies like Git Flow. GitHub and GitLab integrate version control with issue tracking and CI/CD.",TCS,Frontend Development,Easy,Version Control (Git)
165,What is the role of css in frontend development?,"CSS (Cascading Style Sheets) controls the presentation of web content. It supports selectors, properties, pseudo-classes, media queries, and layout models like Flexbox and Grid. Preprocessors like SASS and BEM methodology help manage large codebases.",TCS,Frontend Development,Medium,CSS
166,What is the role of react in frontend development?,"React is a JavaScript library for building component-based UIs. It uses a virtual DOM for efficient rendering, supports hooks like useState and useEffect, and leverages JSX syntax. React encourages reusable, declarative code and unidirectional data flow.",Meta,Frontend Development,Easy,React
167,What is the role of testing in frontend development?,"Frontend testing includes unit tests (Jest), integration tests (React Testing Library), and end-to-end tests (Cypress). Testing ensures components behave correctly and supports CI/CD pipelines.",Infosys,Frontend Development,Situation Based,Testing
168,What is the role of responsive design in frontend development?,"Responsive design ensures websites adapt to different screen sizes using media queries, flexible grids, and fluid layouts. Frameworks like Bootstrap and Tailwind CSS simplify responsive development.",TCS,Frontend Development,Medium,Responsive Design
169,What is the role of vue.js in frontend development?,"Vue.js is a progressive JavaScript framework for building UIs. It supports declarative rendering, component composition, and reactive data binding. Vue CLI helps scaffold applications and Vuex manages state in complex apps.",Amazon,Frontend Development,Easy,Vue.js
170,What is the role of build tools in frontend development?,"Build tools like Webpack, Vite, and Parcel bundle and optimize frontend assets. They support module resolution, hot reloading, code splitting, and plugins for advanced configurations.",TCS,Frontend Development,Situation Based,Build Tools
171,What is the role of cross-browser compatibility in frontend development?,"Cross-browser compatibility ensures consistent behavior across browsers. Use vendor prefixes, test with tools like BrowserStack, and avoid deprecated APIs. Modern tools like Babel and Autoprefixer help polyfill unsupported features.",Amazon,Frontend Development,Hard,Cross-Browser Compatibility
172,What is the role of javascript in frontend development?,"JavaScript is a versatile scripting language used for DOM manipulation, event handling, and asynchronous operations using callbacks, promises, and async/await. It forms the foundation of frontend interactivity and is supported by frameworks like React and Vue.",TCS,Frontend Development,Medium,JavaScript
173,What is the role of build tools in frontend development?,"Build tools like Webpack, Vite, and Parcel bundle and optimize frontend assets. They support module resolution, hot reloading, code splitting, and plugins for advanced configurations.",Microsoft,Frontend Development,Easy,Build Tools
174,What is the role of version control (git) in frontend development?,"Version control systems like Git track code changes, enable collaboration, and support branching strategies like Git Flow. GitHub and GitLab integrate version control with issue tracking and CI/CD.",TCS,Frontend Development,Easy,Version Control (Git)
175,What is the role of html in frontend development?,"HTML (HyperText Markup Language) is the standard markup language for creating web pages. It structures content using elements like <div>, <p>, <img>, and semantic tags such as <header>, <article>, and <footer>. HTML5 introduced new elements, multimedia support, and APIs like localStorage.",Meta,Frontend Development,Medium,HTML
176,What is the role of angular in frontend development?,"Angular is a TypeScript-based web framework that offers a complete solution for SPAs. It uses components, dependency injection, RxJS for reactive programming, and a robust CLI. It supports two-way data binding and modular architecture.",Microsoft,Frontend Development,Situation Based,Angular
177,What is the role of javascript in frontend development?,"JavaScript is a versatile scripting language used for DOM manipulation, event handling, and asynchronous operations using callbacks, promises, and async/await. It forms the foundation of frontend interactivity and is supported by frameworks like React and Vue.",Google,Frontend Development,Situation Based,JavaScript
178,What is the role of responsive design in frontend development?,"Responsive design ensures websites adapt to different screen sizes using media queries, flexible grids, and fluid layouts. Frameworks like Bootstrap and Tailwind CSS simplify responsive development.",Amazon,Frontend Development,Situation Based,Responsive Design
179,What is the role of cross-browser compatibility in frontend development?,"Cross-browser compatibility ensures consistent behavior across browsers. Use vendor prefixes, test with tools like BrowserStack, and avoid deprecated APIs. Modern tools like Babel and Autoprefixer help polyfill unsupported features.",Infosys,Frontend Development,Hard,Cross-Browser Compatibility
180,What is the role of cross-browser compatibility in frontend development?,"Cross-browser compatibility ensures consistent behavior across browsers. Use vendor prefixes, test with tools like BrowserStack, and avoid deprecated APIs. Modern tools like Babel and Autoprefixer help polyfill unsupported features.",Meta,Frontend Development,Hard,Cross-Browser Compatibility
181,What is the role of responsive design in frontend development?,"Responsive design ensures websites adapt to different screen sizes using media queries, flexible grids, and fluid layouts. Frameworks like Bootstrap and Tailwind CSS simplify responsive development.",Amazon,Frontend Development,Situation Based,Responsive Design
182,What is the role of state management in frontend development?,State management involves controlling shared and local component states. React uses Context API and Redux for global state. Vue uses Vuex. Efficient state management reduces bugs and enhances scalability.,Infosys,Frontend Development,Hard,State Management
183,What is the role of css in frontend development?,"CSS (Cascading Style Sheets) controls the presentation of web content. It supports selectors, properties, pseudo-classes, media queries, and layout models like Flexbox and Grid. Preprocessors like SASS and BEM methodology help manage large codebases.",Amazon,Frontend Development,Hard,CSS
184,What is the role of web performance in frontend development?,"Web performance focuses on improving load times and user experience. Techniques include lazy loading, minification, code splitting, caching, and using CDNs. Core Web Vitals (LCP, FID, CLS) measure real-world user experience.",Amazon,Frontend Development,Medium,Web Performance
185,What is the role of accessibility (a11y) in frontend development?,"Accessibility ensures web content is usable by everyone, including people with disabilities. Use semantic HTML, ARIA roles, keyboard navigation, and color contrast compliance. WCAG guidelines help standardize accessible web development.",Infosys,Frontend Development,Medium,Accessibility (a11y)
186,What is the role of accessibility (a11y) in frontend development?,"Accessibility ensures web content is usable by everyone, including people with disabilities. Use semantic HTML, ARIA roles, keyboard navigation, and color contrast compliance. WCAG guidelines help standardize accessible web development.",TCS,Frontend Development,Medium,Accessibility (a11y)
187,What is the role of html in frontend development?,"HTML (HyperText Markup Language) is the standard markup language for creating web pages. It structures content using elements like <div>, <p>, <img>, and semantic tags such as <header>, <article>, and <footer>. HTML5 introduced new elements, multimedia support, and APIs like localStorage.",Amazon,Frontend Development,Medium,HTML
188,What is the role of web apis in frontend development?,"Frontend developers use Web APIs like Fetch, localStorage, IndexedDB, Geolocation, and WebSockets to interact with the browser environment and external services securely.",Microsoft,Frontend Development,Easy,Web APIs
189,What is the role of vue.js in frontend development?,"Vue.js is a progressive JavaScript framework for building UIs. It supports declarative rendering, component composition, and reactive data binding. Vue CLI helps scaffold applications and Vuex manages state in complex apps.",TCS,Frontend Development,Situation Based,Vue.js
190,What is the role of accessibility (a11y) in frontend development?,"Accessibility ensures web content is usable by everyone, including people with disabilities. Use semantic HTML, ARIA roles, keyboard navigation, and color contrast compliance. WCAG guidelines help standardize accessible web development.",Google,Frontend Development,Hard,Accessibility (a11y)
191,What is the role of cross-browser compatibility in frontend development?,"Cross-browser compatibility ensures consistent behavior across browsers. Use vendor prefixes, test with tools like BrowserStack, and avoid deprecated APIs. Modern tools like Babel and Autoprefixer help polyfill unsupported features.",Microsoft,Frontend Development,Situation Based,Cross-Browser Compatibility
192,What is the role of web apis in frontend development?,"Frontend developers use Web APIs like Fetch, localStorage, IndexedDB, Geolocation, and WebSockets to interact with the browser environment and external services securely.",Infosys,Frontend Development,Easy,Web APIs
193,What is the role of state management in frontend development?,State management involves controlling shared and local component states. React uses Context API and Redux for global state. Vue uses Vuex. Efficient state management reduces bugs and enhances scalability.,TCS,Frontend Development,Easy,State Management
194,What is the role of web apis in frontend development?,"Frontend developers use Web APIs like Fetch, localStorage, IndexedDB, Geolocation, and WebSockets to interact with the browser environment and external services securely.",Meta,Frontend Development,Hard,Web APIs
195,What is the role of react in frontend development?,"React is a JavaScript library for building component-based UIs. It uses a virtual DOM for efficient rendering, supports hooks like useState and useEffect, and leverages JSX syntax. React encourages reusable, declarative code and unidirectional data flow.",TCS,Frontend Development,Hard,React
196,What is the role of javascript in frontend development?,"JavaScript is a versatile scripting language used for DOM manipulation, event handling, and asynchronous operations using callbacks, promises, and async/await. It forms the foundation of frontend interactivity and is supported by frameworks like React and Vue.",Google,Frontend Development,Hard,JavaScript
197,What is the role of testing in frontend development?,"Frontend testing includes unit tests (Jest), integration tests (React Testing Library), and end-to-end tests (Cypress). Testing ensures components behave correctly and supports CI/CD pipelines.",Google,Frontend Development,Easy,Testing
198,What is the role of css in frontend development?,"CSS (Cascading Style Sheets) controls the presentation of web content. It supports selectors, properties, pseudo-classes, media queries, and layout models like Flexbox and Grid. Preprocessors like SASS and BEM methodology help manage large codebases.",Infosys,Frontend Development,Easy,CSS
199,What is the role of html in frontend development?,"HTML (HyperText Markup Language) is the standard markup language for creating web pages. It structures content using elements like <div>, <p>, <img>, and semantic tags such as <header>, <article>, and <footer>. HTML5 introduced new elements, multimedia support, and APIs like localStorage.",TCS,Frontend Development,Hard,HTML
200,What is the role of angular in frontend development?,"Angular is a TypeScript-based web framework that offers a complete solution for SPAs. It uses components, dependency injection, RxJS for reactive programming, and a robust CLI. It supports two-way data binding and modular architecture.",Infosys,Frontend Development,Easy,Angular
