id,question,answer,company,role,difficulty,category
108,What is the concept of model deployment in machine learning?,"Model deployment puts ML models into production. Steps include model serialization (pickle, joblib), API deployment (Flask, FastAPI), and monitoring. MLOps ensures scalability, reproducibility, and continuous integration.",Google,Machine Learning,Hard,Model Deployment
109,What is the concept of bias-variance tradeoff in machine learning?,"The bias-variance tradeoff refers to the balance between underfitting (high bias) and overfitting (high variance). The goal is to find a model that generalizes well. Regularization, cross-validation, and ensemble methods help manage this tradeoff.",Microsoft,Machine Learning,Medium,Bias-Variance Tradeoff
110,What is the concept of time series analysis in machine learning?,"Time Series Analysis involves data indexed in time order. Techniques include ARIMA, exponential smoothing, and deep learning models like LSTMs. It's crucial for forecasting, anomaly detection, and financial modeling.",TCS,Machine Learning,Hard,Time Series Analysis
111,What is the concept of data preprocessing in machine learning?,"Data preprocessing cleans and transforms raw data. It includes handling missing values, encoding categorical variables, scaling, and outlier removal. Well-preprocessed data leads to better model accuracy and robustness.",Infosys,Machine Learning,Medium,Data Preprocessing
112,What is the concept of model deployment in machine learning?,"Model deployment puts ML models into production. Steps include model serialization (pickle, joblib), API deployment (Flask, FastAPI), and monitoring. MLOps ensures scalability, reproducibility, and continuous integration.",Microsoft,Machine Learning,Medium,Model Deployment
113,What is the concept of time series analysis in machine learning?,"Time Series Analysis involves data indexed in time order. Techniques include ARIMA, exponential smoothing, and deep learning models like LSTMs. It's crucial for forecasting, anomaly detection, and financial modeling.",Infosys,Machine Learning,Easy,Time Series Analysis
114,What is the concept of model evaluation in machine learning?,"Model evaluation measures how well a model performs on unseen data. Common methods include cross-validation, confusion matrix, ROC-AUC, and precision-recall. It helps avoid overfitting and ensures the model generalizes well.",Meta,Machine Learning,Easy,Model Evaluation
115,What is the concept of natural language processing in machine learning?,"NLP focuses on enabling machines to understand human language. Core tasks include sentiment analysis, named entity recognition, and machine translation. Key techniques include tokenization, TF-IDF, Word2Vec, and Transformer models like BERT and GPT.",Google,Machine Learning,Medium,Natural Language Processing
116,What is the concept of reinforcement learning in machine learning?,"Reinforcement learning involves training an agent to make decisions by interacting with an environment. It maximizes cumulative reward using a policy. Techniques include Q-learning, SARSA, and policy gradients. RL is used in robotics, gaming, and real-time decision systems.",Infosys,Machine Learning,Easy,Reinforcement Learning
117,What is the concept of dimensionality reduction in machine learning?,"Dimensionality reduction reduces the number of input features while retaining the essential information. PCA transforms features into orthogonal components, while LDA and t-SNE help in visualization and noise reduction. It prevents overfitting and improves model speed.",Meta,Machine Learning,Hard,Dimensionality Reduction
118,What is the concept of neural networks in machine learning?,Neural Networks are computational models inspired by the human brain. They consist of layers of interconnected nodes. Training involves forward propagation and backpropagation using optimizers like SGD or Adam. Variants include CNNs for images and RNNs for sequences.,TCS,Machine Learning,Medium,Neural Networks
119,What is the concept of optimization in machine learning?,"Optimization in ML minimizes the loss function to improve model performance. Gradient Descent and its variants (Adam, RMSprop) are widely used. Hyperparameter tuning and learning rate schedules are key to convergence.",Google,Machine Learning,Medium,Optimization
120,What is the concept of model evaluation in machine learning?,"Model evaluation measures how well a model performs on unseen data. Common methods include cross-validation, confusion matrix, ROC-AUC, and precision-recall. It helps avoid overfitting and ensures the model generalizes well.",Infosys,Machine Learning,Medium,Model Evaluation
121,What is the concept of unsupervised learning in machine learning?,"Unsupervised learning handles data without labels. It finds patterns or groupings in the data. Key techniques include K-Means clustering, Hierarchical clustering, and dimensionality reduction using PCA or t-SNE. Applications include anomaly detection, customer segmentation, and data compression.",Meta,Machine Learning,Easy,Unsupervised Learning
122,What is the concept of regularization in machine learning?,"Regularization adds a penalty to the loss function to reduce overfitting. L1 (Lasso) promotes sparsity, L2 (Ridge) shrinks coefficients smoothly. Regularization is essential in linear models, neural networks, and logistic regression.",Infosys,Machine Learning,Easy,Regularization
123,What is the concept of data preprocessing in machine learning?,"Data preprocessing cleans and transforms raw data. It includes handling missing values, encoding categorical variables, scaling, and outlier removal. Well-preprocessed data leads to better model accuracy and robustness.",Amazon,Machine Learning,Easy,Data Preprocessing
124,What is the concept of supervised learning in machine learning?,"Supervised learning is a type of machine learning where models learn from labeled data. Algorithms like Linear Regression, Decision Trees, and SVM map input features (X) to output labels (Y). Key concepts include loss functions (MSE, Cross-Entropy), overfitting, and evaluation metrics like accuracy and F1-score.",Amazon,Machine Learning,Hard,Supervised Learning
125,What is the concept of model evaluation in machine learning?,"Model evaluation measures how well a model performs on unseen data. Common methods include cross-validation, confusion matrix, ROC-AUC, and precision-recall. It helps avoid overfitting and ensures the model generalizes well.",Microsoft,Machine Learning,Medium,Model Evaluation
126,What is the concept of unsupervised learning in machine learning?,"Unsupervised learning handles data without labels. It finds patterns or groupings in the data. Key techniques include K-Means clustering, Hierarchical clustering, and dimensionality reduction using PCA or t-SNE. Applications include anomaly detection, customer segmentation, and data compression.",Meta,Machine Learning,Medium,Unsupervised Learning
127,What is the concept of reinforcement learning in machine learning?,"Reinforcement learning involves training an agent to make decisions by interacting with an environment. It maximizes cumulative reward using a policy. Techniques include Q-learning, SARSA, and policy gradients. RL is used in robotics, gaming, and real-time decision systems.",Amazon,Machine Learning,Easy,Reinforcement Learning
128,What is the concept of supervised learning in machine learning?,"Supervised learning is a type of machine learning where models learn from labeled data. Algorithms like Linear Regression, Decision Trees, and SVM map input features (X) to output labels (Y). Key concepts include loss functions (MSE, Cross-Entropy), overfitting, and evaluation metrics like accuracy and F1-score.",Meta,Machine Learning,Medium,Supervised Learning
129,What is the concept of optimization in machine learning?,"Optimization in ML minimizes the loss function to improve model performance. Gradient Descent and its variants (Adam, RMSprop) are widely used. Hyperparameter tuning and learning rate schedules are key to convergence.",Infosys,Machine Learning,Easy,Optimization
130,What is the concept of regularization in machine learning?,"Regularization adds a penalty to the loss function to reduce overfitting. L1 (Lasso) promotes sparsity, L2 (Ridge) shrinks coefficients smoothly. Regularization is essential in linear models, neural networks, and logistic regression.",Infosys,Machine Learning,Easy,Regularization
131,What is the concept of model deployment in machine learning?,"Model deployment puts ML models into production. Steps include model serialization (pickle, joblib), API deployment (Flask, FastAPI), and monitoring. MLOps ensures scalability, reproducibility, and continuous integration.",Infosys,Machine Learning,Hard,Model Deployment
132,What is the concept of time series analysis in machine learning?,"Time Series Analysis involves data indexed in time order. Techniques include ARIMA, exponential smoothing, and deep learning models like LSTMs. It's crucial for forecasting, anomaly detection, and financial modeling.",Microsoft,Machine Learning,Medium,Time Series Analysis
133,What is the concept of dimensionality reduction in machine learning?,"Dimensionality reduction reduces the number of input features while retaining the essential information. PCA transforms features into orthogonal components, while LDA and t-SNE help in visualization and noise reduction. It prevents overfitting and improves model speed.",Amazon,Machine Learning,Medium,Dimensionality Reduction
134,What is the concept of feature engineering in machine learning?,"Feature engineering improves model performance by creating relevant features from raw data. Techniques include encoding categorical data, normalization, scaling, binning, and feature selection. It often determines the success of machine learning models.",Microsoft,Machine Learning,Hard,Feature Engineering
135,What is the concept of model deployment in machine learning?,"Model deployment puts ML models into production. Steps include model serialization (pickle, joblib), API deployment (Flask, FastAPI), and monitoring. MLOps ensures scalability, reproducibility, and continuous integration.",Meta,Machine Learning,Medium,Model Deployment
136,What is the concept of supervised learning in machine learning?,"Supervised learning is a type of machine learning where models learn from labeled data. Algorithms like Linear Regression, Decision Trees, and SVM map input features (X) to output labels (Y). Key concepts include loss functions (MSE, Cross-Entropy), overfitting, and evaluation metrics like accuracy and F1-score.",Amazon,Machine Learning,Easy,Supervised Learning
137,What is the concept of optimization in machine learning?,"Optimization in ML minimizes the loss function to improve model performance. Gradient Descent and its variants (Adam, RMSprop) are widely used. Hyperparameter tuning and learning rate schedules are key to convergence.",Infosys,Machine Learning,Easy,Optimization
138,What is the concept of bias-variance tradeoff in machine learning?,"The bias-variance tradeoff refers to the balance between underfitting (high bias) and overfitting (high variance). The goal is to find a model that generalizes well. Regularization, cross-validation, and ensemble methods help manage this tradeoff.",TCS,Machine Learning,Medium,Bias-Variance Tradeoff
139,What is the concept of regularization in machine learning?,"Regularization adds a penalty to the loss function to reduce overfitting. L1 (Lasso) promotes sparsity, L2 (Ridge) shrinks coefficients smoothly. Regularization is essential in linear models, neural networks, and logistic regression.",Google,Machine Learning,Medium,Regularization
140,What is the concept of feature engineering in machine learning?,"Feature engineering improves model performance by creating relevant features from raw data. Techniques include encoding categorical data, normalization, scaling, binning, and feature selection. It often determines the success of machine learning models.",Amazon,Machine Learning,Medium,Feature Engineering
141,What is the concept of dimensionality reduction in machine learning?,"Dimensionality reduction reduces the number of input features while retaining the essential information. PCA transforms features into orthogonal components, while LDA and t-SNE help in visualization and noise reduction. It prevents overfitting and improves model speed.",Amazon,Machine Learning,Medium,Dimensionality Reduction
142,What is the concept of model evaluation in machine learning?,"Model evaluation measures how well a model performs on unseen data. Common methods include cross-validation, confusion matrix, ROC-AUC, and precision-recall. It helps avoid overfitting and ensures the model generalizes well.",Google,Machine Learning,Medium,Model Evaluation
143,What is the concept of reinforcement learning in machine learning?,"Reinforcement learning involves training an agent to make decisions by interacting with an environment. It maximizes cumulative reward using a policy. Techniques include Q-learning, SARSA, and policy gradients. RL is used in robotics, gaming, and real-time decision systems.",Google,Machine Learning,Medium,Reinforcement Learning
144,What is the concept of optimization in machine learning?,"Optimization in ML minimizes the loss function to improve model performance. Gradient Descent and its variants (Adam, RMSprop) are widely used. Hyperparameter tuning and learning rate schedules are key to convergence.",Meta,Machine Learning,Hard,Optimization
145,What is the concept of unsupervised learning in machine learning?,"Unsupervised learning handles data without labels. It finds patterns or groupings in the data. Key techniques include K-Means clustering, Hierarchical clustering, and dimensionality reduction using PCA or t-SNE. Applications include anomaly detection, customer segmentation, and data compression.",Amazon,Machine Learning,Medium,Unsupervised Learning
146,What is the concept of unsupervised learning in machine learning?,"Unsupervised learning handles data without labels. It finds patterns or groupings in the data. Key techniques include K-Means clustering, Hierarchical clustering, and dimensionality reduction using PCA or t-SNE. Applications include anomaly detection, customer segmentation, and data compression.",Amazon,Machine Learning,Hard,Unsupervised Learning
147,What is the concept of neural networks in machine learning?,Neural Networks are computational models inspired by the human brain. They consist of layers of interconnected nodes. Training involves forward propagation and backpropagation using optimizers like SGD or Adam. Variants include CNNs for images and RNNs for sequences.,Microsoft,Machine Learning,Easy,Neural Networks
148,What is the concept of neural networks in machine learning?,Neural Networks are computational models inspired by the human brain. They consist of layers of interconnected nodes. Training involves forward propagation and backpropagation using optimizers like SGD or Adam. Variants include CNNs for images and RNNs for sequences.,Amazon,Machine Learning,Easy,Neural Networks
149,What is the concept of time series analysis in machine learning?,"Time Series Analysis involves data indexed in time order. Techniques include ARIMA, exponential smoothing, and deep learning models like LSTMs. It's crucial for forecasting, anomaly detection, and financial modeling.",Amazon,Machine Learning,Easy,Time Series Analysis
150,What is the concept of unsupervised learning in machine learning?,"Unsupervised learning handles data without labels. It finds patterns or groupings in the data. Key techniques include K-Means clustering, Hierarchical clustering, and dimensionality reduction using PCA or t-SNE. Applications include anomaly detection, customer segmentation, and data compression.",Meta,Machine Learning,Hard,Unsupervised Learning
151,What is the concept of regularization in machine learning?,"Regularization adds a penalty to the loss function to reduce overfitting. L1 (Lasso) promotes sparsity, L2 (Ridge) shrinks coefficients smoothly. Regularization is essential in linear models, neural networks, and logistic regression.",Google,Machine Learning,Medium,Regularization
152,What is the concept of natural language processing in machine learning?,"NLP focuses on enabling machines to understand human language. Core tasks include sentiment analysis, named entity recognition, and machine translation. Key techniques include tokenization, TF-IDF, Word2Vec, and Transformer models like BERT and GPT.",Microsoft,Machine Learning,Hard,Natural Language Processing
153,What is the concept of data preprocessing in machine learning?,"Data preprocessing cleans and transforms raw data. It includes handling missing values, encoding categorical variables, scaling, and outlier removal. Well-preprocessed data leads to better model accuracy and robustness.",Amazon,Machine Learning,Hard,Data Preprocessing
154,What is the concept of supervised learning in machine learning?,"Supervised learning is a type of machine learning where models learn from labeled data. Algorithms like Linear Regression, Decision Trees, and SVM map input features (X) to output labels (Y). Key concepts include loss functions (MSE, Cross-Entropy), overfitting, and evaluation metrics like accuracy and F1-score.",Google,Machine Learning,Easy,Supervised Learning
155,What is the concept of supervised learning in machine learning?,"Supervised learning is a type of machine learning where models learn from labeled data. Algorithms like Linear Regression, Decision Trees, and SVM map input features (X) to output labels (Y). Key concepts include loss functions (MSE, Cross-Entropy), overfitting, and evaluation metrics like accuracy and F1-score.",Google,Machine Learning,Easy,Supervised Learning
156,What is the concept of reinforcement learning in machine learning?,"Reinforcement learning involves training an agent to make decisions by interacting with an environment. It maximizes cumulative reward using a policy. Techniques include Q-learning, SARSA, and policy gradients. RL is used in robotics, gaming, and real-time decision systems.",Google,Machine Learning,Easy,Reinforcement Learning
157,What is the concept of computer vision in machine learning?,"Computer Vision enables machines to interpret visual information. Tasks include classification, detection, and segmentation. CNNs (e.g., ResNet, VGG), YOLO, and Mask R-CNN are widely used architectures. Applications include facial recognition and autonomous driving.",Google,Machine Learning,Medium,Computer Vision
158,What is the concept of regularization in machine learning?,"Regularization adds a penalty to the loss function to reduce overfitting. L1 (Lasso) promotes sparsity, L2 (Ridge) shrinks coefficients smoothly. Regularization is essential in linear models, neural networks, and logistic regression.",Meta,Machine Learning,Hard,Regularization
159,What is the concept of neural networks in machine learning?,Neural Networks are computational models inspired by the human brain. They consist of layers of interconnected nodes. Training involves forward propagation and backpropagation using optimizers like SGD or Adam. Variants include CNNs for images and RNNs for sequences.,TCS,Machine Learning,Easy,Neural Networks
160,What is the concept of bias-variance tradeoff in machine learning?,"The bias-variance tradeoff refers to the balance between underfitting (high bias) and overfitting (high variance). The goal is to find a model that generalizes well. Regularization, cross-validation, and ensemble methods help manage this tradeoff.",Meta,Machine Learning,Easy,Bias-Variance Tradeoff
161,What is the concept of unsupervised learning in machine learning?,"Unsupervised learning handles data without labels. It finds patterns or groupings in the data. Key techniques include K-Means clustering, Hierarchical clustering, and dimensionality reduction using PCA or t-SNE. Applications include anomaly detection, customer segmentation, and data compression.",Google,Machine Learning,Easy,Unsupervised Learning
162,What is the concept of computer vision in machine learning?,"Computer Vision enables machines to interpret visual information. Tasks include classification, detection, and segmentation. CNNs (e.g., ResNet, VGG), YOLO, and Mask R-CNN are widely used architectures. Applications include facial recognition and autonomous driving.",Meta,Machine Learning,Medium,Computer Vision
163,What is the concept of feature engineering in machine learning?,"Feature engineering improves model performance by creating relevant features from raw data. Techniques include encoding categorical data, normalization, scaling, binning, and feature selection. It often determines the success of machine learning models.",TCS,Machine Learning,Easy,Feature Engineering
164,What is the concept of regularization in machine learning?,"Regularization adds a penalty to the loss function to reduce overfitting. L1 (Lasso) promotes sparsity, L2 (Ridge) shrinks coefficients smoothly. Regularization is essential in linear models, neural networks, and logistic regression.",Infosys,Machine Learning,Hard,Regularization
165,What is the concept of regularization in machine learning?,"Regularization adds a penalty to the loss function to reduce overfitting. L1 (Lasso) promotes sparsity, L2 (Ridge) shrinks coefficients smoothly. Regularization is essential in linear models, neural networks, and logistic regression.",Amazon,Machine Learning,Hard,Regularization
166,What is the concept of model deployment in machine learning?,"Model deployment puts ML models into production. Steps include model serialization (pickle, joblib), API deployment (Flask, FastAPI), and monitoring. MLOps ensures scalability, reproducibility, and continuous integration.",TCS,Machine Learning,Medium,Model Deployment
167,What is the concept of time series analysis in machine learning?,"Time Series Analysis involves data indexed in time order. Techniques include ARIMA, exponential smoothing, and deep learning models like LSTMs. It's crucial for forecasting, anomaly detection, and financial modeling.",Amazon,Machine Learning,Medium,Time Series Analysis
168,What is the concept of natural language processing in machine learning?,"NLP focuses on enabling machines to understand human language. Core tasks include sentiment analysis, named entity recognition, and machine translation. Key techniques include tokenization, TF-IDF, Word2Vec, and Transformer models like BERT and GPT.",Meta,Machine Learning,Hard,Natural Language Processing
169,What is the concept of optimization in machine learning?,"Optimization in ML minimizes the loss function to improve model performance. Gradient Descent and its variants (Adam, RMSprop) are widely used. Hyperparameter tuning and learning rate schedules are key to convergence.",Microsoft,Machine Learning,Easy,Optimization
170,What is the concept of model evaluation in machine learning?,"Model evaluation measures how well a model performs on unseen data. Common methods include cross-validation, confusion matrix, ROC-AUC, and precision-recall. It helps avoid overfitting and ensures the model generalizes well.",Meta,Machine Learning,Hard,Model Evaluation
171,What is the concept of model deployment in machine learning?,"Model deployment puts ML models into production. Steps include model serialization (pickle, joblib), API deployment (Flask, FastAPI), and monitoring. MLOps ensures scalability, reproducibility, and continuous integration.",Amazon,Machine Learning,Medium,Model Deployment
172,What is the concept of bias-variance tradeoff in machine learning?,"The bias-variance tradeoff refers to the balance between underfitting (high bias) and overfitting (high variance). The goal is to find a model that generalizes well. Regularization, cross-validation, and ensemble methods help manage this tradeoff.",Infosys,Machine Learning,Hard,Bias-Variance Tradeoff
173,What is the concept of supervised learning in machine learning?,"Supervised learning is a type of machine learning where models learn from labeled data. Algorithms like Linear Regression, Decision Trees, and SVM map input features (X) to output labels (Y). Key concepts include loss functions (MSE, Cross-Entropy), overfitting, and evaluation metrics like accuracy and F1-score.",Google,Machine Learning,Medium,Supervised Learning
174,What is the concept of time series analysis in machine learning?,"Time Series Analysis involves data indexed in time order. Techniques include ARIMA, exponential smoothing, and deep learning models like LSTMs. It's crucial for forecasting, anomaly detection, and financial modeling.",Google,Machine Learning,Medium,Time Series Analysis
175,What is the concept of time series analysis in machine learning?,"Time Series Analysis involves data indexed in time order. Techniques include ARIMA, exponential smoothing, and deep learning models like LSTMs. It's crucial for forecasting, anomaly detection, and financial modeling.",Infosys,Machine Learning,Hard,Time Series Analysis
176,What is the concept of bias-variance tradeoff in machine learning?,"The bias-variance tradeoff refers to the balance between underfitting (high bias) and overfitting (high variance). The goal is to find a model that generalizes well. Regularization, cross-validation, and ensemble methods help manage this tradeoff.",Microsoft,Machine Learning,Hard,Bias-Variance Tradeoff
177,What is the concept of time series analysis in machine learning?,"Time Series Analysis involves data indexed in time order. Techniques include ARIMA, exponential smoothing, and deep learning models like LSTMs. It's crucial for forecasting, anomaly detection, and financial modeling.",Amazon,Machine Learning,Hard,Time Series Analysis
178,What is the concept of optimization in machine learning?,"Optimization in ML minimizes the loss function to improve model performance. Gradient Descent and its variants (Adam, RMSprop) are widely used. Hyperparameter tuning and learning rate schedules are key to convergence.",Microsoft,Machine Learning,Medium,Optimization
179,What is the concept of natural language processing in machine learning?,"NLP focuses on enabling machines to understand human language. Core tasks include sentiment analysis, named entity recognition, and machine translation. Key techniques include tokenization, TF-IDF, Word2Vec, and Transformer models like BERT and GPT.",TCS,Machine Learning,Easy,Natural Language Processing
180,What is the concept of bias-variance tradeoff in machine learning?,"The bias-variance tradeoff refers to the balance between underfitting (high bias) and overfitting (high variance). The goal is to find a model that generalizes well. Regularization, cross-validation, and ensemble methods help manage this tradeoff.",Google,Machine Learning,Easy,Bias-Variance Tradeoff
181,What is the concept of regularization in machine learning?,"Regularization adds a penalty to the loss function to reduce overfitting. L1 (Lasso) promotes sparsity, L2 (Ridge) shrinks coefficients smoothly. Regularization is essential in linear models, neural networks, and logistic regression.",Microsoft,Machine Learning,Medium,Regularization
182,What is the concept of model deployment in machine learning?,"Model deployment puts ML models into production. Steps include model serialization (pickle, joblib), API deployment (Flask, FastAPI), and monitoring. MLOps ensures scalability, reproducibility, and continuous integration.",Google,Machine Learning,Hard,Model Deployment
183,What is the concept of time series analysis in machine learning?,"Time Series Analysis involves data indexed in time order. Techniques include ARIMA, exponential smoothing, and deep learning models like LSTMs. It's crucial for forecasting, anomaly detection, and financial modeling.",Amazon,Machine Learning,Medium,Time Series Analysis
184,What is the concept of feature engineering in machine learning?,"Feature engineering improves model performance by creating relevant features from raw data. Techniques include encoding categorical data, normalization, scaling, binning, and feature selection. It often determines the success of machine learning models.",Google,Machine Learning,Hard,Feature Engineering
185,What is the concept of optimization in machine learning?,"Optimization in ML minimizes the loss function to improve model performance. Gradient Descent and its variants (Adam, RMSprop) are widely used. Hyperparameter tuning and learning rate schedules are key to convergence.",TCS,Machine Learning,Medium,Optimization
186,What is the concept of model evaluation in machine learning?,"Model evaluation measures how well a model performs on unseen data. Common methods include cross-validation, confusion matrix, ROC-AUC, and precision-recall. It helps avoid overfitting and ensures the model generalizes well.",TCS,Machine Learning,Medium,Model Evaluation
187,What is the concept of supervised learning in machine learning?,"Supervised learning is a type of machine learning where models learn from labeled data. Algorithms like Linear Regression, Decision Trees, and SVM map input features (X) to output labels (Y). Key concepts include loss functions (MSE, Cross-Entropy), overfitting, and evaluation metrics like accuracy and F1-score.",Meta,Machine Learning,Easy,Supervised Learning
188,What is the concept of computer vision in machine learning?,"Computer Vision enables machines to interpret visual information. Tasks include classification, detection, and segmentation. CNNs (e.g., ResNet, VGG), YOLO, and Mask R-CNN are widely used architectures. Applications include facial recognition and autonomous driving.",TCS,Machine Learning,Hard,Computer Vision
189,What is the concept of reinforcement learning in machine learning?,"Reinforcement learning involves training an agent to make decisions by interacting with an environment. It maximizes cumulative reward using a policy. Techniques include Q-learning, SARSA, and policy gradients. RL is used in robotics, gaming, and real-time decision systems.",TCS,Machine Learning,Medium,Reinforcement Learning
190,What is the concept of dimensionality reduction in machine learning?,"Dimensionality reduction reduces the number of input features while retaining the essential information. PCA transforms features into orthogonal components, while LDA and t-SNE help in visualization and noise reduction. It prevents overfitting and improves model speed.",Amazon,Machine Learning,Hard,Dimensionality Reduction
191,What is the concept of reinforcement learning in machine learning?,"Reinforcement learning involves training an agent to make decisions by interacting with an environment. It maximizes cumulative reward using a policy. Techniques include Q-learning, SARSA, and policy gradients. RL is used in robotics, gaming, and real-time decision systems.",TCS,Machine Learning,Hard,Reinforcement Learning
192,What is the concept of natural language processing in machine learning?,"NLP focuses on enabling machines to understand human language. Core tasks include sentiment analysis, named entity recognition, and machine translation. Key techniques include tokenization, TF-IDF, Word2Vec, and Transformer models like BERT and GPT.",Infosys,Machine Learning,Medium,Natural Language Processing
193,What is the concept of reinforcement learning in machine learning?,"Reinforcement learning involves training an agent to make decisions by interacting with an environment. It maximizes cumulative reward using a policy. Techniques include Q-learning, SARSA, and policy gradients. RL is used in robotics, gaming, and real-time decision systems.",TCS,Machine Learning,Medium,Reinforcement Learning
194,What is the concept of natural language processing in machine learning?,"NLP focuses on enabling machines to understand human language. Core tasks include sentiment analysis, named entity recognition, and machine translation. Key techniques include tokenization, TF-IDF, Word2Vec, and Transformer models like BERT and GPT.",Amazon,Machine Learning,Medium,Natural Language Processing
195,What is the concept of regularization in machine learning?,"Regularization adds a penalty to the loss function to reduce overfitting. L1 (Lasso) promotes sparsity, L2 (Ridge) shrinks coefficients smoothly. Regularization is essential in linear models, neural networks, and logistic regression.",Infosys,Machine Learning,Hard,Regularization
196,What is the concept of model evaluation in machine learning?,"Model evaluation measures how well a model performs on unseen data. Common methods include cross-validation, confusion matrix, ROC-AUC, and precision-recall. It helps avoid overfitting and ensures the model generalizes well.",Infosys,Machine Learning,Easy,Model Evaluation
197,What is the concept of supervised learning in machine learning?,"Supervised learning is a type of machine learning where models learn from labeled data. Algorithms like Linear Regression, Decision Trees, and SVM map input features (X) to output labels (Y). Key concepts include loss functions (MSE, Cross-Entropy), overfitting, and evaluation metrics like accuracy and F1-score.",TCS,Machine Learning,Easy,Supervised Learning
198,What is the concept of data preprocessing in machine learning?,"Data preprocessing cleans and transforms raw data. It includes handling missing values, encoding categorical variables, scaling, and outlier removal. Well-preprocessed data leads to better model accuracy and robustness.",Meta,Machine Learning,Easy,Data Preprocessing
199,What is the concept of optimization in machine learning?,"Optimization in ML minimizes the loss function to improve model performance. Gradient Descent and its variants (Adam, RMSprop) are widely used. Hyperparameter tuning and learning rate schedules are key to convergence.",Amazon,Machine Learning,Easy,Optimization
200,What is the concept of bias-variance tradeoff in machine learning?,"The bias-variance tradeoff refers to the balance between underfitting (high bias) and overfitting (high variance). The goal is to find a model that generalizes well. Regularization, cross-validation, and ensemble methods help manage this tradeoff.",Google,Machine Learning,Easy,Bias-Variance Tradeoff
