"id","question","tc1","tc2","tc3","tc4","tc5","company","difficulty","category","hint"
"113","Path Sum II","root=[5,4,8,11,null,13,4,7,2,null,null,5,1], targetSum=22, output=[[5,4,11,2],[5,8,4,5]]","root=[1,2,3], targetSum=5, output=[]","root=[1], targetSum=1, output=[[1]]","root=[1,2], targetSum=3, output=[[1,2]]","root=[1,null,2], targetSum=3, output=[[1,2]]","Google, Amazon","Medium","Tree, DFS","Use DFS to collect all paths summing to target."
"114","Flatten Binary Tree to Linked List","root=[1,2,5,3,4,null,6], output=[1,null,2,null,3,null,4,null,5,null,6]","root=[1], output=[1]","root=[], output=[]","root=[1,2], output=[1,null,2]","root=[1,null,2], output=[1,null,2]","Google, Amazon","Medium","Tree, DFS","Flatten the tree in-place using preorder traversal."
"116","Populating Next Right Pointers in Each Node","root=[1,2,3,4,5,6,7], output=[1,#,2,3,#,4,5,6,7,#]","root=[1], output=[1,#]","root=[], output=[]","root=[1,2,3], output=[1,#,2,3,#]","root=[1,null,2], output=[1,#,2,#]","Google, Amazon","Medium","Tree, BFS","Connect nodes at the same level using next pointers."
"117","Populating Next Right Pointers in Each Node II","root=[1,2,3,4,5,null,7], output=[1,#,2,3,#,4,5,7,#]","root=[1], output=[1,#]","root=[], output=[]","root=[1,2,3], output=[1,#,2,3,#]","root=[1,null,2], output=[1,#,2,#]","Google, Amazon","Medium","Tree, BFS","Connect nodes at the same level in a non-perfect tree."
"118","Pascal's Triangle","numRows=5, output=[[1],[1,1],[1,2,1],[1,3,3,1],[1,4,6,4,1]]","numRows=1, output=[[1]]","numRows=2, output=[[1],[1,1]]","numRows=3, output=[[1],[1,1],[1,2,1]]","numRows=0, output=[]","Google, Amazon","Easy","Array","Generate rows using previous row’s values."
"119","Pascal's Triangle II","rowIndex=3, output=[1,3,3,1]","rowIndex=0, output=[1]","rowIndex=1, output=[1,1]","rowIndex=2, output=[1,2,1]","rowIndex=4, output=[1,4,6,4,1]","Google, Amazon","Easy","Array","Compute the kth row using only O(k) space."
"120","Triangle","triangle=[[2],[3,4],[6,5,7],[4,1,8,3]], output=11","triangle=[[1]], output=1","triangle=[[1],[2,3]], output=3","triangle=[[1],[2,3],[4,5,6]], output=8","triangle=[[-10]], output=-10","Google, Amazon","Medium","Dynamic Programming","Use DP to find the minimum path sum."
"121","Best Time to Buy and Sell Stock","prices=[7,1,5,3,6,4], output=5","prices=[7,6,4,3,1], output=0","prices=[1], output=0","prices=[1,2], output=1","prices=[2,1,4], output=3","Google, Amazon, Facebook","Easy","Array, Dynamic Programming","Track minimum price and maximum profit."
"122","Best Time to Buy and Sell Stock II","prices=[7,1,5,3,6,4], output=7","prices=[1,2,3,4,5], output=4","prices=[7,6,4,3,1], output=0","prices=[1], output=0","prices=[2,1,2,0,1], output=2","Google, Amazon","Medium","Array, Greedy","Sum all positive price differences."
"124","Binary Tree Maximum Path Sum","root=[1,2,3], output=6","root=[-10,9,20,null,null,15,7], output=42","root=[1], output=1","root=[-1,-2,-3], output=-1","root=[2,-1], output=2","Google, Amazon","Hard","Tree, DFS","Track maximum path sum through each node."
"125","Valid Palindrome","s='A man, a plan, a canal: Panama', output=true","s='race a car', output=false","s=' ', output=true","s='ab', output=false","s='a', output=true","Google, Amazon","Easy","String, Two Pointers","Ignore non-alphanumeric characters and compare."
"126","Word Ladder II","beginWord='hit', endWord='cog', wordList=['hot','dot','dog','lot','log','cog'], output=[['hit','hot','dot','dog','cog'],['hit','hot','lot','log','cog']]","beginWord='hit', endWord='cog', wordList=['hot','dot','dog'], output=[]","beginWord='a', endWord='c', wordList=['a','b','c'], output=[['a','b','c']]","beginWord='red', endWord='tax', wordList=['ted','tex','red','tax'], output=[['red','ted','tex','tax']]","beginWord='hot', endWord='dog', wordList=['hot','dog'], output=[]","Google, Amazon","Hard","BFS, Backtracking","Use BFS to find shortest paths and backtrack for all paths."
"127","Word Ladder","beginWord='hit', endWord='cog', wordList=['hot','dot','dog','lot','log','cog'], output=5","beginWord='hit', endWord='cog', wordList=['hot','dot','dog'], output=0","beginWord='a', endWord='c', wordList=['a','b','c'], output=3","beginWord='red', endWord='tax', wordList=['ted','tex','red','tax'], output=4","beginWord='hot', endWord='dog', wordList=['hot','dog'], output=0","Google, Amazon","Hard","BFS","Use BFS to find the shortest transformation sequence."
"128","Longest Consecutive Sequence","nums=[100,4,200,1,3,2], output=4","nums=[0,3,7,2,5,8,4,6,0,1], output=9","nums=[1], output=1","nums=[1,2], output=2","nums=[1,3], output=1","Google, Amazon","Medium","Array, Hash Table","Use a hash set to find the longest consecutive sequence."
"129","Sum Root to Leaf Numbers","root=[1,2,3], output=25","root=[4,9,0,5,1], output=1026","root=[1], output=1","root=[1,2], output=12","root=[4,9], output=49","Google, Amazon","Medium","Tree, DFS","Sum numbers formed by root-to-leaf paths."
"130","Surrounded Regions","board=[['X','X','X','X'],['X','O','O','X'],['X','X','O','X'],['X','O','X','X']], output=[['X','X','X','X'],['X','X','X','X'],['X','X','X','X'],['X','O','X','X']]","board=[['X']], output=[['X']]","board=[['O']], output=[['O']]","board=[['X','O'],['O','X']], output=[['X','O'],['O','X']]","board=[['O','O'],['O','O']], output=[['O','O']]","Google, Amazon","Medium","DFS, Union Find","Mark ‘O’s connected to the border using DFS."
"133","Clone Graph","node=1->[[2,4],[1,3],[2,4],[1,3]], output=cloned graph","node=1->[], output=cloned graph","node=1->[[2],[1]], output=cloned graph","node=1->[[2,3],[1,3],[1,2]], output=cloned graph","node=1->[[2],[1]], output=cloned graph","Google, Amazon","Medium","Graph, DFS, BFS","Use DFS or BFS to clone the graph with a hash map."
"134","Gas Station","gas=[1,2,3,4,5], cost=[3,4,5,1,2], output=3","gas=[2,3,4], cost=[3,4,3], output=-1","gas=[1], cost=[1], output=0","gas=[2,2], cost=[2,2], output=0","gas=[5,1,2,3,4], cost=[4,1,1,1,1], output=1","Google, Amazon","Medium","Array, Greedy","Check if total gas is sufficient and find starting point."
"135","Candy","ratings=[1,0,2], output=5","ratings=[1,2,2], output=4","ratings=[1], output=1","ratings=[1,2], output=3","ratings=[2,1], output=3","Google, Amazon","Hard","Array, Greedy","Assign candies based on ratings with two passes."
"136","Single Number","nums=[2,2,1], output=1","nums=[4,1,2,1,2], output=4","nums=[1], output=1","nums=[1,1,2], output=2","nums=[3,3,4], output=4","Google, Amazon","Easy","Array, Bit Manipulation","Use XOR to find the single number."
"137","Single Number II","nums=[2,2,3,2], output=3","nums=[0,1,0,1,0,1,99], output=99","nums=[1], output=1","nums=[2,2,2,3], output=3","nums=[1,1,1,4], output=4","Google, Amazon","Medium","Array, Bit Manipulation","Use bit manipulation to track numbers appearing once."
"138","Copy List with Random Pointer","head=[1,2,3,random=3,1,null], output=copied list","head=[1,null], output=copied list","head=[], output=[]","head=[1,1,random=1], output=copied list","head=[2,3,random=3], output=copied list","Google, Amazon","Medium","Linked List","Interleave nodes to copy with random pointers."
"139","Word Break","s='leetcode', wordDict=['leet','code'], output=true","s='applepenapple', wordDict=['apple','pen'], output=true","s='catsandog', wordDict=['cats','dog','sand','and','cat'], output=false","s='a', wordDict=['a'], output=true","s='ab', wordDict=['a','b'], output=true","Google, Amazon","Medium","Dynamic Programming","Use DP to check if string can be segmented."
"140","Word Break II","s='catsanddog', wordDict=['cat','cats','and','sand','dog'], output=['cats and dog','cat sand dog']","s='pineapplepenapple', wordDict=['apple','pen','applepen','pine','pineapple'], output=['pine apple pen apple','pineapple pen apple','pine applepen apple']","s='catsandog', wordDict=['cats','dog','sand','and','cat'], output=[]","s='a', wordDict=['a'], output=['a']","s='ab', wordDict=['a','b'], output=['a b']","Google, Amazon","Hard","Dynamic Programming, Backtracking","Use backtracking or DP to find all segmentations."
"141","Linked List Cycle","head=[3,2,0,-4], pos=1, output=true","head=[1,2], pos=0, output=true","head=[1], pos=-1, output=false","head=[1,2,3], pos=-1, output=false","head=[1,2,3,4], pos=2, output=true","Google, Amazon","Easy","Linked List, Two Pointers","Use Floyd’s cycle detection algorithm."
"142","Linked List Cycle II","head=[3,2,0,-4], pos=1, output=2","head=[1,2], pos=0, output=1","head=[1], pos=-1, output=null","head=[1,2,3], pos=-1, output=null","head=[1,2,3,4], pos=2, output=3","Google, Amazon","Medium","Linked List, Two Pointers","Use Floyd’s algorithm to find the cycle’s start."
"143","Reorder List","head=[1,2,3,4], output=[1,4,2,3]","head=[1,2,3,4,5], output=[1,5,2,4,3]","head=[1], output=[1]","head=[1,2], output=[1,2]","head=[1,2,3], output=[1,3,2]","Google, Amazon","Medium","Linked List","Find middle, reverse second half, and merge."
"144","Binary Tree Preorder Traversal","root=[1,null,2,3], output=[1,2,3]","root=[], output=[]","root=[1], output=[1]","root=[1,2], output=[1,2]","root=[1,null,2], output=[1,2]","Google, Amazon","Medium","Tree, DFS","Use recursive or iterative preorder traversal."
"145","Binary Tree Postorder Traversal","root=[1,null,2,3], output=[3,2,1]","root=[], output=[]","root=[1], output=[1]","root=[1,2], output=[2,1]","root=[1,null,2], output=[2,1]","Google, Amazon","Medium","Tree, DFS","Use recursive or iterative postorder traversal."
"146","LRU Cache","ops=['LRUCache','put','put','get','put','get','put','get','get','get'], args=[[2],[1,1],[2,2],[1],[3,3],[2],[4,4],[1],[3],[4]], output=[null,null,null,1,null,-1,null,-1,3,4]","ops=['LRUCache','put','get'], args=[[1],[1,1],[1]], output=[null,null,1]","ops=['LRUCache','get'], args=[[1],[1]], output=[null,-1]","ops=['LRUCache','put','put','get'], args=[[1],[1,1],[2,2],[1]], output=[null,null,null,1]","ops=['LRUCache','put','put','get'], args=[[2],[1,1],[2,2],[3]], output=[null,null,null,-1]","Google, Amazon","Medium","Design, Hash Table, Linked List","Use a hash map and doubly linked list for O(1) operations."
"147","Insertion Sort List","head=[4,2,1,3], output=[1,2,3,4]","head=[-1,5,3,4,0], output=[-1,0,3,4,5]","head=[1], output=[1]","head=[2,1], output=[1,2]","head=[1,1,1], output=[1,1,1]","Google, Amazon","Medium","Linked List, Sorting","Implement insertion sort on a linked list."
"148","Sort List","head=[4,2,1,3], output=[1,2,3,4]","head=[-1,5,3,4,0], output=[-1,0,3,4,5]","head=[1], output=[1]","head=[2,1], output=[1,2]","head=[1,1,1], output=[1,1,1]","Google, Amazon","Medium","Linked List, Sorting","Use merge sort for O(n log n) time."
"149","Max Points on a Line","points=[[1,1],[2,2],[3,3]], output=3","points=[[1,1],[3,2],[5,3],[4,1],[2,3],[1,4]], output=4","points=[[1,1]], output=1","points=[[1,1],[2,2]], output=2","points=[[0,0],[1,1],[0,0]], output=3","Google, Amazon","Hard","Math, Geometry","Calculate slopes to find collinear points."
"150","Evaluate Reverse Polish Notation","tokens=['2','1','+','3','*'], output=9","tokens=['4','13','5','/','+'], output=6","tokens=['10','6','9','3','+','-11','*','/','*','17','+','5','+'], output=22","tokens=['1'], output=1","tokens=['2','3','*'], output=6","Google, Amazon","Medium","Stack","Use a stack to evaluate postfix expressions."
"151","Reverse Words in a String","s='the sky is blue', output='blue is sky the'","s='  hello world  ', output='world hello'","s='a', output='a'","s='  a  b  ', output='b a'","s='hi!', output='hi!'","Google, Amazon","Medium","String","Split the string, reverse words, and join with single spaces."
"152","Maximum Product Subarray","nums=[2,3,-2,4], output=6","nums=[-2,0,-1], output=0","nums=[1], output=1","nums=[-2,-3], output=6","nums=[2,3,-2], output=6","Google, Amazon","Medium","Array, Dynamic Programming","Track max and min products due to negative numbers."
"153","Find Minimum in Rotated Sorted Array","nums=[3,4,5,1,2], output=1","nums=[4,5,6,7,0,1,2], output=0","nums=[1], output=1","nums=[2,1], output=1","nums=[3,1,2], output=1","Google, Amazon","Medium","Array, Binary Search","Use binary search to find the minimum."
"154","Find Minimum in Rotated Sorted Array II","nums=[1,3,5], output=1","nums=[2,2,2,0,1], output=0","nums=[1], output=1","nums=[2,2,2], output=2","nums=[3,3,1,3], output=1","Google, Amazon","Hard","Array, Binary Search","Handle duplicates with modified binary search."
"155","Min Stack","ops=['MinStack','push','push','push','getMin','pop','top','getMin'], args=[[],[-2],[0],[-3],[-3],[0],[-2]], output=[null,null,null,null,-3,null,0,-2]","ops=['MinStack','push','getMin'], args=[],[1], output=[null,null,1]","ops=['MinStack','push','pop','getMin'], args=[],[1], output=[null,null,null,null]","ops=['MinStack','push','push','getMin'], args=[],[1],[2], output=[null,null,null,1]","ops=['MinStack','push','top'], args=[],[3], output=[null,null,3]","Google, Amazon","Easy","Stack, Design","Use two stacks to track values and minimums."
"160","Intersection of Two Linked Lists","headA=[4,1,8,4,5], headB=[5,6,1,8,4,5], intersect=8, output=8","headA=[1,9,1,2,4], headB=[3,2,4], intersect=2, output=2","headA=[2,6,4], headB=[1,5], intersect=null, output=null","headA=[1], headB=[1], intersect=1, output=1","headA=[1,2], headB=[1,2], intersect=2, output=2","Google, Amazon","Easy","Linked List, Two Pointers","Find intersection by aligning lists with equal lengths."
"162","Find Peak Element","nums=[1,2,3,1], output=2","nums=[1,2,1,3,5,6,4], output=1 or 5","nums=[1], output=0","nums=[1,2], output=1","nums=[2,1], output=0","Google, Amazon","Medium","Array, Binary Search","Use binary search to find a peak element."
"165","Compare Version Numbers","version1='1.01', version2='1.001', output=0","version1='1.0', version2='1.0.0', output=0","version1='0.1', version2='1.1', output=-1","version1='1.0.1', version2='1', output=1","version1='7.5.2.4', version2='7.5.3', output=-1","Google, Amazon","Medium","String","Split versions and compare segments."
"166","Fraction to Recurring Decimal","numerator=1, denominator=2, output='0.5'","numerator=2, denominator=1, output='2'","numerator=2, denominator=3, output='0.(6)'","numerator=4, denominator=333, output='0.(012)'","numerator=-1, denominator=2, output='-0.5'","Google, Amazon","Medium","Math, Hash Table","Track remainders to detect repeating decimals."
"167","Two Sum II - Input Array Is Sorted","numbers=[2,7,11,15], target=9, output=[1,2]","numbers=[2,3,4], target=6, output=[1,3]","numbers=[-1,0], target=-1, output=[1,2]","numbers=[1,2,3], target=5, output=[2,3]","numbers=[0,0,3,4], target=0, output=[1,2]","Google, Amazon","Easy","Array, Two Pointers","Use two pointers on sorted array."
"168","Excel Sheet Column Title","columnNumber=1, output='A'","columnNumber=28, output='AB'","columnNumber=701, output='ZY'","columnNumber=26, output='Z'","columnNumber=27, output='AA'","Google, Amazon","Easy","Math","Convert number to base-26 representation."
"169","Majority Element","nums=[3,2,3], output=3","nums=[2,2,1,1,1,2,2], output=2","nums=[1], output=1","nums=[1,1], output=1","nums=[2,2,2,1], output=2","Google, Amazon","Easy","Array, Boyer-Moore Voting","Use Boyer-Moore voting algorithm."
"171","Excel Sheet Column Number","columnTitle='A', output=1","columnTitle='AB', output=28","columnTitle='ZY', output=701","columnTitle='Z', output=26","columnTitle='AA', output=27","Google, Amazon","Easy","Math","Convert base-26 string to number."
"172","Factorial Trailing Zeroes","n=5, output=1","n=0, output=0","n=3, output=0","n=10, output=2","n=25, output=6","Google, Amazon","Easy","Math","Count factors of 5 in factorial."
"173","Binary Search Tree Iterator","root=[7,3,15,null,null,9,20], ops=['BSTIterator','next','next','hasNext'], output=[null,3,7,true]","root=[1], ops=['BSTIterator','next','hasNext'], output=[null,1,false]","root=[3,1,4], ops=['BSTIterator','next'], output=[null,1]","root=[3,null,4], ops=['BSTIterator','next'], output=[null,3]","root=[5,3,7], ops=['BSTIterator','next','next'], output=[null,3,5]","Google, Amazon","Medium","Tree, Design","Use a stack for inorder traversal."
"174","Dungeon Game","dungeon=[[-2,-3,3],[-5,-10,1],[10,30,-5]], output=7","dungeon=[[0]], output=1","dungeon=[[100]], output=1","dungeon=[[-1]], output=2","dungeon=[[1,-2],[3,-4]], output=2","Google, Amazon","Hard","Dynamic Programming","Use DP to compute minimum health needed."
"179","Largest Number","nums=[10,2], output='210'","nums=[3,30,34,5,9], output='9534330'","nums=[1], output='1'","nums=[0,0], output='0'","nums=[23,45,67], output='674523'","Google, Amazon","Medium","String, Sorting","Sort numbers by custom comparator for largest concatenation."
"187","Repeated DNA Sequences","s='AAAAACCCCCAAAAACCCCCC', output=['AAAAACCCCC']","s='AAAAAAAAAAA', output=['AAAAAAAAAA']","s='AAAAAAAAAA', output=[]","s='AABBCCDDEE', output=[]","s='AAAAAABB', output=[]","Google, Amazon","Medium","String, Hash Table","Use a hash set to find repeated 10-length substrings."
"189","Rotate Array","nums=[1,2,3,4,5,6,7], k=3, output=[5,6,7,1,2,3,4]","nums=[-1,-100,3,99], k=2, output=[3,99,-1,-100]","nums=[1], k=0, output=[1]","nums=[1,2], k=1, output=[2,1]","nums=[1,2,3], k=4, output=[3,1,2]","Google, Amazon","Medium","Array","Use reverse operations to rotate in-place."
"190","Reverse Bits","n=43261596, output=964176192","n=4294967293, output=3221225471","n=0, output=0","n=1, output=2147483648","n=2, output=1073741824","Google, Amazon","Easy","Bit Manipulation","Reverse bits using bitwise operations."
"191","Number of 1 Bits","n=11, output=3","n=128, output=1","n=4294967295, output=32","n=0, output=0","n=1, output=1","Google, Amazon","Easy","Bit Manipulation","Count set bits using bitwise operations."
"198","House Robber","nums=[1,2,3,1], output=4","nums=[2,7,9,3,1], output=12","nums=[1], output=1","nums=[2,1], output=2","nums=[1,2], output=2","Google, Amazon","Medium","Dynamic Programming","Use DP to maximize loot without adjacent houses."
"199","Binary Tree Right Side View","root=[1,2,3,null,5,null,4], output=[1,3,4]","root=[1,null,3], output=[1,3]","root=[1], output=[1]","root=[1,2], output=[1,2]","root=[1,null,2,null,3], output=[1,2,3]","Google, Amazon","Medium","Tree, BFS, DFS","Use BFS or DFS to collect rightmost nodes per level."
"200","Number of Islands","grid=[['1','1','0','0','0'],['1','1','0','0','0'],['0','0','1','0','0'],['0','0','0','1','1']], output=3","grid=[['1']], output=1","grid=[['0']], output=0","grid=[['1','0'],['0','1']], output=2","grid=[['1','1'],['1','1']], output=1","Google, Amazon, Microsoft","Medium","DFS, BFS, Union Find","Count connected components of ‘1’s using DFS or BFS."
"201","Bitwise AND of Numbers Range","left=5, right=7, output=4","left=0, right=0, output=0","left=1, right=2147483647, output=0","left=2, right=3, output=2","left=6, right=7, output=6","Google, Amazon","Medium","Bit Manipulation","Find common prefix of binary representations."
"202","Happy Number","n=19, output=true","n=2, output=false","n=7, output=true","n=1, output=true","n=23, output=true","Google, Amazon","Easy","Math, Hash Table","Detect cycle in sum of squared digits."
"203","Remove Linked List Elements","head=[1,2,6,3,4,6], val=6, output=[1,2,3,4]","head=[1], val=1, output=[]","head=[7,7,7,7], val=7, output=[]","head=[1,2,3], val=4, output=[1,2,3]","head=[1,1], val=1, output=[]","Google, Amazon","Easy","Linked List","Remove nodes with the given value."
"204","Count Primes","n=10, output=4","n=0, output=0","n=1, output=0","n=2, output=0","n=15, output=6","Google, Amazon","Medium","Math","Use Sieve of Eratosthenes to count primes."
"205","Isomorphic Strings","s='egg', t='add', output=true","s='foo', t='bar', output=false","s='paper', t='title', output=true","s='badc', t='baba', output=false","s='egg', t='egg', output=true","Google, Amazon","Easy","String, Hash Table","Map characters from s to t for one-to-one mapping."
"206","Reverse Linked List","head=[1,2,3,4,5], output=[5,4,3,2,1]","head=[1,2], output=[2,1]","head=[1], output=[1]","head=[], output=[]","head=[1,2,3], output=[3,2,1]","Google, Amazon","Easy","Linked List","Reverse pointers iteratively or recursively."
"207","Course Schedule","numCourses=2, prerequisites=[[1,0]], output=true","numCourses=2, prerequisites=[[1,0],[0,1]], output=false","numCourses=1, prerequisites=[], output=true","numCourses=3, prerequisites=[[1,0],[2,1]], output=true","numCourses=3, prerequisites=[[1,0],[0,2],[2,1]], output=false","Google, Amazon","Medium","Graph, DFS, BFS","Detect cycle in a directed graph."
"208","Implement Trie (Prefix Tree)","ops=['Trie','insert','search','search','startsWith','insert','search'], args=[[],['apple'], ['apple'], ['app'], ['app'], ['app'], ['app']], output=[null,null,true,false,true,null,true]","ops=['Trie','insert','search'], args=[[],['apple'],['apple']], output=[null,null,true]","ops=['Trie','search'], args=[[],['a']], output=[null,false]","ops=['Trie','insert','startsWith'], args=[[],['apple'],['app']], output=[null,null,true]","ops=['Trie','insert','search'], args=[[],['a'],['a']], output=[null,null,true]","Google, Amazon, Microsoft","Medium","Trie, Design","Implement trie with insert, search, and startsWith."
"209","Minimum Size Subarray Sum","target=7, nums=[2,3,1,2,4,3], output=2","target=4, nums=[1,4,4], output=1","target=11, nums=[1,1,1,1,1,1,1,1], output=0","target=3, nums=[1,2], output=2","target=6, nums=[1,2,3], output=2","Google, Amazon","Medium","Array, Sliding Window","Use sliding window to find shortest subarray."
"210","Course Schedule II","numCourses=2, prerequisites=[[1,0]], output=[0,1]","numCourses=4, prerequisites=[[1,0],[2,0],[3,1],[3,2]], output=[0,2,1,3]","numCourses=1, prerequisites=[], output=[0]","numCourses=2, prerequisites=[[1,0],[0,1]], output=[]","numCourses=3, prerequisites=[[1,0],[2,1]], output=[0,1,2]","Google, Amazon","Medium","Graph, DFS, BFS","Use topological sort to order courses."
"211","Design Add and Search Words Data Structure","ops=['WordDictionary','addWord','addWord','addWord','search'], args=[[],['bad'],['dad'],['mad'],['pad']], output=[null,null,null,null,false]","ops=['WordDictionary','addWord','search'], args=[[],['bad'],['bad']], output=[null,null,true]","ops=['WordDictionary','addWord','search'], args=[[],['bad'],['.ad']], output=[null,null,true]","ops=['WordDictionary','addWord','search'], args=[[],['bad'],['b..']], output=[null,null,true]","ops=['WordDictionary','search'], args=[[],['a']], output=[null,false]","Google, Amazon","Medium","Trie, Design","Use trie with DFS for wildcard search."
"212","Word Search II","board=[['o','a','a','n'],['e','t','a','e'],['i','h','k','r'],['i','f','l','v']], words=['oath','pea','eat','rain'], output=['eat','oath']","board=[['a','b'],['c','d']], words=['ab','cb','ad','bd','ac','ca','da','bc','db','adcb','dabc','abb','acb'], output=['ab','ac','bd','ca','db']","board=[['a']], words=['a'], output=['a']","board=[['a','b']], words=['ab','ba'], output=['ab']","board=[['a']], words=['b'], output=[]","Google, Amazon","Hard","Trie, Backtracking","Use trie to optimize word search."
"213","House Robber II","nums=[2,3,2], output=3","nums=[1,2,3,1], output=4","nums=[1], output=1","nums=[1,2], output=2","nums=[2,1,1,2], output=3","Google, Amazon","Medium","Dynamic Programming","Handle circular array by considering two cases."
"215","Kth Largest Element in an Array","nums=[3,2,1,5,6,4], k=2, output=5","nums=[3,2,3,1,2,4,5,5,6], k=4, output=4","nums=[1], k=1, output=1","nums=[1,2], k=1, output=2","nums=[2,1], k=2, output=1","Google, Amazon","Medium","Array, Heap, Quickselect","Use a min-heap or quickselect to find kth largest."
"216","Combination Sum III","k=3, n=7, output=[[1,2,4]]","k=3, n=9, output=[[1,2,6],[1,3,5],[2,3,4]]","k=4, n=1, output=[]","k=2, n=5, output=[[1,4],[2,3]]","k=1, n=1, output=[[1]]","Google, Amazon","Medium","Backtracking","Use backtracking to find combinations of k numbers summing to n."
"217","Contains Duplicate","nums=[1,2,3,1], output=true","nums=[1,2,3,4], output=false","nums=[1], output=false","nums=[1,1], output=true","nums=[1,2], output=false","Google, Amazon","Easy","Array, Hash Table","Use a hash set to check for duplicates."
"219","Contains Duplicate II","nums=[1,2,3,1], k=3, output=true","nums=[1,0,1,1], k=1, output=true","nums=[1,2,3,1,2,3], k=2, output=false","nums=[1], k=1, output=false","nums=[1,1], k=1, output=true","Google, Amazon","Easy","Array, Hash Table","Track indices in a hash map within distance k."
"221","Maximal Square","matrix=[['1','0','1','0','0'],['1','0','1','1','1'],['1','1','1','1','1'],['1','0','0','1','0']], output=4","matrix=[['0']], output=0","matrix=[['1']], output=1","matrix=[['1','0'],['0','1']], output=1","matrix=[['1','1'],['1','1']], output=4","Google, Amazon","Medium","Dynamic Programming","Use DP to find the largest square of ‘1’s."
"222","Count Complete Tree Nodes","root=[1,2,3,4,5,6], output=6","root=[1], output=1","root=[], output=0","root=[1,2,3], output=3","root=[1,null,2], output=2","Google, Amazon","Medium","Tree, Binary Search","Use binary search on complete tree properties."
"223","Rectangle Area","ax1=-3, ay1=0, ax2=3, ay2=4, bx1=0, by1=-1, bx2=9, by2=2, output=45","ax1=-2, ay1=-2, ax2=2, ay2=2, bx1=-2, by1=-2, bx2=2, by2=2, output=16","ax1=0, ay1=0, ax2=1, ay2=1, bx1=1, by1=1, bx2=2, by2=2, output=2","ax1=-2, ay1=-2, ax2=2, ay2=2, bx1=3, by1=3, bx2=4, by2=4, output=17","ax1=0, ay1=0, ax2=1, ay2=1, bx1=2, by1=2, bx2=3, by2=3, output=2","Google, Amazon","Medium","Math, Geometry","Calculate total area minus overlapping area."
"224","Basic Calculator","s='1 + 1', output=2","s=' 2-1 + 2 ', output=3","s='(1+(4+5+2)-3)+(6+8)', output=23","s='1', output=1","s='(2+3)', output=5","Google, Amazon","Hard","String, Stack","Use a stack to handle parentheses and signs."
"225","Implement Stack using Queues","ops=['MyStack','push','push','top','pop','empty'], args=[[],1,2,2,2,[]], output=[null,null,null,2,2,false]","ops=['MyStack','push','top'], args=[[],1,[]], output=[null,null,1]","ops=['MyStack','empty'], args=[[],[]], output=[null,true]","ops=['MyStack','push','pop'], args=[[],1,[]], output=[null,null,1]","ops=['MyStack','push','push','pop'], args=[[],1,2,[]], output=[null,null,null,2]","Google, Amazon","Easy","Stack, Queue, Design","Use one or two queues to simulate stack operations."
"226","Invert Binary Tree","root=[4,2,7,1,3,6,9], output=[4,7,2,9,6,3,1]","root=[2,1,3], output=[2,3,1]","root=[1], output=[1]","root=[1,2], output=[1,null,2]","root=[1,null,2], output=[1,2,null]","Google, Amazon","Easy","Tree, DFS","Swap left and right children recursively."
"227","Basic Calculator II","s='3+2*2', output=7","s=' 3/2 ', output=1","s=' 3+5 / 2 ', output=5","s='1+2*3', output=7","s='14-3/2', output=13","Google, Amazon","Medium","String, Stack","Evaluate multiplication/division first, then addition/subtraction."
"228","Summary Ranges","nums=[0,1,2,4,5,7], output=['0->2','4->5','7']","nums=[0,2,3,4,6,8,9], output=['0','2->4','6','8->9']","nums=[], output=[]","nums=[1], output=['1']","nums=[1,3], output=['1','3']","Google, Amazon","Easy","Array","Iterate and group consecutive numbers into ranges."
"229","Majority Element II","nums=[3,2,3], output=[3]","nums=[1], output=[1]","nums=[1,2], output=[]","nums=[2,2,2,1,1], output=[2]","nums=[1,1,1,3,3,2,2,2], output=[1,2]","Google, Amazon","Medium","Array, Boyer-Moore Voting","Extend Boyer-Moore voting for elements > n/3."
"230","Kth Smallest Element in a BST","root=[3,1,4,null,2], k=1, output=1","root=[5,3,6,2,4,null,null,1], k=3, output=3","root=[1], k=1, output=1","root=[3,1,4], k=2, output=3","root=[5,3,7], k=2, output=3","Google, Amazon","Medium","Tree, DFS","Use inorder traversal to find kth smallest."
"231","Power of Two","n=1, output=true","n=16, output=true","n=3, output=false","n=0, output=false","n=4, output=true","Google, Amazon","Easy","Math, Bit Manipulation","Check if only one bit is set."
"232","Implement Queue using Stacks","ops=['MyQueue','push','push','peek','pop','empty'], args=[[],1,2,1,1,[]], output=[null,null,null,1,1,false]","ops=['MyQueue','push','peek'], args=[[],1,[]], output=[null,null,1]","ops=['MyQueue','empty'], args=[[],[]], output=[null,true]","ops=['MyQueue','push','pop'], args=[[],1,[]], output=[null,null,1]","ops=['MyQueue','push','push','pop'], args=[[],1,2,[]], output=[null,null,null,1]","Google, Amazon","Easy","Stack, Queue, Design","Use two stacks to simulate queue operations."
"234","Palindrome Linked List","head=[1,2,2,1], output=true","head=[1,2], output=false","head=[1], output=true","head=[1,1], output=true","head=[1,2,3,2,1], output=true","Google, Amazon","Easy","Linked List","Reverse second half and compare."
